Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,~,pmw3610_connector_smd,136.0,-122.0,-90.0,top
J2,Conn_01x06_Pin,ffc_pin,134.75,-49.95,180.0,top
