Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J1,~,pmw3610_connector,123.46,-73.0,90.0,top
J2,Conn_01x06_Pin,ffc_connector_1_6_0.5mm,123.5,-68.2125,0.0,top
